year,site,species,length,weight 
2019,D7062,Actinopyga echinites,175,NA
2019,1387,Actinopyga echinites,190,NA
2019,A1919,Actinopyga echinites,115,NA
2019,A1915,Actinopyga echinites,200,NA
2019,SRF4109,Actinopyga echinites,200,1020
2019,A1915,Actinopyga echinites,225,570
2019,U15,Actinopyga echinites,225,900
2019,SRAND03,Actinopyga echinites,225,NA
2019,2406,Actinopyga echinites,230,700
2019,S2420,Actinopyga echinites,230,780
2019,S2419,Actinopyga echinites,265,900
2019,U18,Actinopyga echinites,275,1160
2019,213,Actinopyga lecanora,180,380
2019,213,Actinopyga lecanora,185,680
2019,D0008,Actinopyga mauritiana,195,NA
2019,SRF3753,Actinopyga mauritiana,180,NA
2019,SRF4925,Actinopyga mauritiana,195,1150
2019,SRF5063,Actinopyga mauritiana,205,1160
2019,SRF4925,Actinopyga mauritiana,205,1060
2019,SRF4719,Actinopyga mauritiana,210,960
2019,SRF3615,Actinopyga mauritiana,210,NA
2019,SRF3615,Actinopyga mauritiana,215,NA
2019,SRF4925,Actinopyga mauritiana,218,970
2019,SRF4453,Actinopyga mauritiana,220,1170
2019,SRAND13,Actinopyga mauritiana,225,NA
2019,SRF5131,Actinopyga mauritiana,230,990
2019,SRF4925,Actinopyga mauritiana,230,1410
2019,SRF4872,Actinopyga mauritiana,250,NA
2019,SRF4925,Actinopyga mauritiana,260,1280
2019,SRF4872,Actinopyga mauritiana,260,NA
2019,U26,Actinopyga miliaris,255,1720
2019,U18,Actinopyga miliaris,210,1560
2019,U26,Actinopyga miliaris,235,1250
2019,U26,Actinopyga miliaris,240,1220
2019,U26,Actinopyga miliaris,245,1250
2019,2013,Actinopyga palauensis,360,1440
2019,91,Actinopyga palauensis,200,860
2019,91,Actinopyga palauensis,210,960
2019,SRF4719,Actinopyga palauensis,225,1350
2019,143,Actinopyga palauensis,230,NA
2019,91,Actinopyga palauensis,230,1020
2019,91,Actinopyga palauensis,235,870
2019,D0004,Actinopyga palauensis,235,NA
2019,SR509,Actinopyga palauensis,235,NA
2019,WPT100_SRRAND01,Actinopyga palauensis,240,1280
2019,2287,Actinopyga palauensis,250,1420
2019,SRF4719,Actinopyga palauensis,250,1130
2019,91,Actinopyga palauensis,255,1340
2019,91,Actinopyga palauensis,260,1540
2019,91,Actinopyga palauensis,260,1380
2019,91,Actinopyga palauensis,270,1290
2019,SRF4441,Actinopyga palauensis,275,NA
2019,552,Actinopyga palauensis,280,2120
2019,91,Actinopyga palauensis,280,2180
2019,91,Actinopyga palauensis,280,1210
2019,SRF5551,Actinopyga palauensis,280,1390
2019,550,Actinopyga palauensis,285,2240
2019,93,Actinopyga palauensis,295,1560
2019,550,Actinopyga palauensis,320,1600
2019,SR5411,Actinopyga palauensis,320,2020
2019,S0065,Bohadschia argus,275,NA
2019,A2583,Bohadschia argus,120,NA
2019,S0215,Bohadschia argus,123,NA
2019,220,Bohadschia argus,145,NA
2019,550,Bohadschia argus,170,450
2019,550,Bohadschia argus,180,580
2019,265,Bohadschia argus,180,380
2019,SRF4719,Bohadschia argus,180,NA
2019,220,Bohadschia argus,190,NA
2019,SR509,Bohadschia argus,190,NA
2019,265,Bohadschia argus,195,630
2019,550,Bohadschia argus,200,540
2019,SRF4799,Bohadschia argus,200,NA
2019,19,Bohadschia argus,210,1050
2019,SRAND03,Bohadschia argus,210,NA
2019,SRF4799,Bohadschia argus,210,NA
2019,SRF4799,Bohadschia argus,210,NA
2019,S0017,Bohadschia argus,215,NA
2019,2269,Bohadschia argus,215,NA
2019,S0004,Bohadschia argus,215,NA
2019,S0004,Bohadschia argus,215,NA
2019,D0002,Bohadschia argus,215,NA
2019,D0006,Bohadschia argus,215,NA
2019,264,Bohadschia argus,220,1420
2019,2284,Bohadschia argus,220,NA
2019,219,Bohadschia argus,220,NA
2019,2280,Bohadschia argus,225,NA
2019,D0006,Bohadschia argus,225,NA
2019,S0017,Bohadschia argus,230,NA
2019,S430,Bohadschia argus,230,NA
2019,S434,Bohadschia argus,230,NA
2019,2280,Bohadschia argus,230,NA
2019,SRF5620,Bohadschia argus,230,NA
2019,559,Bohadschia argus,235,1250
2019,SRF4799,Bohadschia argus,235,NA
2019,SR509,Bohadschia argus,235,NA
2019,S0017,Bohadschia argus,240,NA
2019,265,Bohadschia argus,240,990
2019,274,Bohadschia argus,240,NA
2019,2280,Bohadschia argus,240,NA
2019,2280,Bohadschia argus,240,NA
2019,2269,Bohadschia argus,240,NA
2019,U26,Bohadschia argus,240,700
2019,U22,Bohadschia argus,240,NA
2019,U26,Bohadschia argus,245,1160
2019,S0004,Bohadschia argus,245,NA
2019,S0017,Bohadschia argus,250,NA
2019,549,Bohadschia argus,250,1280
2019,264,Bohadschia argus,250,1330
2019,143,Bohadschia argus,250,NA
2019,219,Bohadschia argus,250,NA
2019,91,Bohadschia argus,250,NA
2019,D0002,Bohadschia argus,250,NA
2019,SRF4453,Bohadschia argus,250,NA
2019,SRF4173,Bohadschia argus,250,NA
2019,SRF3962,Bohadschia argus,250,NA
2019,S0004,Bohadschia argus,255,NA
2019,S430,Bohadschia argus,260,NA
2019,550,Bohadschia argus,260,920
2019,264,Bohadschia argus,260,1380
2019,280,Bohadschia argus,260,NA
2019,2269,Bohadschia argus,260,NA
2019,1612,Bohadschia argus,260,1270
2019,S0004,Bohadschia argus,260,NA
2019,S0004,Bohadschia argus,260,NA
2019,S430,Bohadschia argus,265,NA
2019,D0089,Bohadschia argus,265,NA
2019,SRF4580,Bohadschia argus,265,NA
2019,SR2049,Bohadschia argus,265,NA
2019,S0017,Bohadschia argus,270,NA
2019,2287,Bohadschia argus,270,NA
2019,211,Bohadschia argus,270,NA
2019,D0081,Bohadschia argus,270,NA
2019,19,Bohadschia argus,270,1630
2019,U22,Bohadschia argus,270,NA
2019,264,Bohadschia argus,275,1120
2019,19,Bohadschia argus,275,1070
2019,S0017,Bohadschia argus,280,NA
2019,550,Bohadschia argus,280,1030
2019,SRF5551,Bohadschia argus,280,NA
2019,D0001,Bohadschia argus,289,NA
2019,559,Bohadschia argus,290,1330
2019,264,Bohadschia argus,290,1520
2019,2280,Bohadschia argus,290,NA
2019,19,Bohadschia argus,290,960
2019,D0004,Bohadschia argus,290,NA
2019,S0051,Bohadschia argus,290,NA
2019,SRF5551,Bohadschia argus,290,NA
2019,S1427,Bohadschia argus,295,NA
2019,A0387,Bohadschia argus,300,1950
2019,550,Bohadschia argus,300,1060
2019,2280,Bohadschia argus,300,NA
2019,211,Bohadschia argus,300,NA
2019,2332,Bohadschia argus,300,NA
2019,D0092,Bohadschia argus,300,NA
2019,S0215,Bohadschia argus,300,NA
2019,SRF4173,Bohadschia argus,300,NA
2019,SRF3823,Bohadschia argus,300,NA
2019,547,Bohadschia argus,305,1440
2019,2280,Bohadschia argus,310,NA
2019,SRF4441,Bohadschia argus,310,NA
2019,SRF4441,Bohadschia argus,310,NA
2019,264,Bohadschia argus,315,1520
2019,2140,Bohadschia argus,320,NA
2019,U26,Bohadschia argus,320,1120
2019,S0215,Bohadschia argus,325,NA
2019,12,Bohadschia argus,330,NA
2019,D0089,Bohadschia argus,375,NA
2019,U26,Bohadschia ocellata,345,1280
2019,A2583,Bohadschia vitiensis,235,NA
2019,U23,Bohadschia ocellata,240,2930
2019,U23,Bohadschia ocellata,240,2930
2019,S0065,Bohadschia ocellata,280,NA
2019,1612,Bohadschia vitiensis,285,1950
2019,D0001,Bohadschia ocellata,290,NA
2019,U26,Bohadschia ocellata,295,1280
2019,D0004,Bohadschia ocellata,310,NA
2019,S0215,Bohadschia ocellata,330,NA
2019,S0051,Bohadschia ocellata,335,NA
2019,S0065,Bohadschia ocellata,335,NA
2019,D7062,Bohadschia ocellata,340,NA
2019,D7035,Bohadschia ocellata,360,NA
2019,S0017,Bohadschia ocellata,390,NA
2019,S0065,Bohadschia ocellata,440,NA
2019,532,Holothuria atra,170,210
2019,A1915,Holothuria atra,70,NA
2019,A1915,Holothuria atra,75,NA
2019,2255,Holothuria atra,80,NA
2019,A1919,Holothuria atra,85,NA
2019,2406,Holothuria atra,90,NA
2019,A1919,Holothuria atra,90,NA
2019,SR1047,Holothuria atra,90,NA
2019,2280,Holothuria atra,95,NA
2019,SRF4799,Holothuria atra,95,NA
2019,SRF3615,Holothuria atra,95,NA
2019,1312,Holothuria atra,100,NA
2019,2280,Holothuria atra,100,NA
2019,A1919,Holothuria atra,100,NA
2019,S0051,Holothuria atra,100,NA
2019,SRF4441,Holothuria atra,100,NA
2019,SRF3615,Holothuria atra,100,NA
2019,214,Holothuria atra,105,NA
2019,S1618,Holothuria atra,105,NA
2019,SRF3615,Holothuria atra,105,NA
2019,SRF3615,Holothuria atra,105,NA
2019,SR508_WPT112,Holothuria atra,105,NA
2019,1412,Holothuria atra ,105,NA
2019,S1182,Holothuria atra,110,NA
2019,2406,Holothuria atra,110,NA
2019,2406,Holothuria atra,110,NA
2019,2406,Holothuria atra,110,NA
2019,A1915,Holothuria atra,110,NA
2019,A1919,Holothuria atra,110,NA
2019,U8,Holothuria atra,110,NA
2019,D0008,Holothuria atra,110,NA
2019,D0008,Holothuria atra,110,NA
2019,SRF3615,Holothuria atra,110,NA
2019,SR1047,Holothuria atra,110,NA
2019,SRF3615,Holothuria atra,112,NA
2019,1412,Holothuria atra,115,NA
2019,A1900,Holothuria atra,115,NA
2019,SRF4121,Holothuria atra,115,NA
2019,SRF4119,Holothuria atra,118,NA
2019,2406,Holothuria atra,120,NA
2019,2406,Holothuria atra,120,NA
2019,2406,Holothuria atra,120,NA
2019,A1915,Holothuria atra,120,NA
2019,A1919,Holothuria atra,120,NA
2019,S1427,Holothuria atra,120,NA
2019,SRF3615,Holothuria atra,122,NA
2019,2226,Holothuria atra,125,NA
2019,1340,Holothuria atra,125,NA
2019,1396,Holothuria atra,125,NA
2019,A1919,Holothuria atra,125,NA
2019,SRAND03,Holothuria atra,125,NA
2019,A2583,Holothuria atra,125,NA
2019,S1427,Holothuria atra,125,NA
2019,SRF4663,Holothuria atra,125,NA
2019,SRF4663,Holothuria atra,125,NA
2019,WPT104_SRAND02,Holothuria atra,125,NA
2019,SRF4120,Holothuria atra,128,NA
2019,2406,Holothuria atra,130,NA
2019,2406,Holothuria atra,130,NA
2019,A1873,Holothuria atra,130,NA
2019,A1919,Holothuria atra,130,NA
2019,U8,Holothuria atra,130,NA
2019,SRF4799,Holothuria atra,130,NA
2019,SRF4121,Holothuria atra,130,NA
2019,SRF4121,Holothuria atra,130,NA
2019,SRF3615,Holothuria atra,130,NA
2019,WPT104_SRAND02,Holothuria atra,130,NA
2019,SR508_WPT112,Holothuria atra,130,NA
2019,190,Holothuria atra ,130,NA
2019,2406,Holothuria atra,135,NA
2019,A1915,Holothuria atra,135,NA
2019,A1916,Holothuria atra,135,NA
2019,A1880,Holothuria atra,135,NA
2019,D0008,Holothuria atra,135,NA
2019,SR5411,Holothuria atra,135,NA
2019,SRF4441,Holothuria atra,135,NA
2019,SRF3615,Holothuria atra,135,NA
2019,SRF3615,Holothuria atra,135,NA
2019,SR2049,Holothuria atra,135,NA
2019,SR2037,Holothuria atra,135,NA
2019,532,Holothuria atra,140,310
2019,1025,Holothuria atra,140,NA
2019,2226,Holothuria atra,140,NA
2019,2226,Holothuria atra,140,NA
2019,A1919,Holothuria atra,140,NA
2019,A1919,Holothuria atra,140,NA
2019,S1427,Holothuria atra,140,NA
2019,SRF4441,Holothuria atra,140,NA
2019,SRF4441,Holothuria atra,140,NA
2019,SRF4173,Holothuria atra,140,NA
2019,SRF4173,Holothuria atra,140,NA
2019,SR2046,Holothuria atra,140,NA
2019,SR1047,Holothuria atra,140,NA
2019,SR508_WPT112,Holothuria atra,140,NA
2019,1025,Holothuria atra,145,NA
2019,2226,Holothuria atra,145,NA
2019,A1915,Holothuria atra,145,NA
2019,U5,Holothuria atra,145,NA
2019,SRF4441,Holothuria atra,145,NA
2019,SRF4121,Holothuria atra,145,NA
2019,1340,Holothuria atra,150,NA
2019,A1873,Holothuria atra,150,NA
2019,A1915,Holothuria atra,150,NA
2019,U16,Holothuria atra,150,NA
2019,SRAND03,Holothuria atra,150,NA
2019,D0008,Holothuria atra,150,NA
2019,S0051,Holothuria atra,150,NA
2019,S1427,Holothuria atra,150,NA
2019,SRF4441,Holothuria atra,150,NA
2019,SRF4799,Holothuria atra,150,NA
2019,SRF4872,Holothuria atra,150,NA
2019,SRF4453,Holothuria atra,150,NA
2019,SRF3753,Holothuria atra,150,NA
2019,SRF3615,Holothuria atra,150,NA
2019,SRF3615,Holothuria atra,150,NA
2019,SRF3615,Holothuria atra,150,NA
2019,SRF3615,Holothuria atra,150,NA
2019,SR2046,Holothuria atra,150,NA
2019,SR508_WPT112,Holothuria atra,150,NA
2019,D0006,Holothuria atra,155,NA
2019,1368,Holothuria atra,155,NA
2019,2314,Holothuria atra,155,NA
2019,2280,Holothuria atra,155,NA
2019,S1618,Holothuria atra,155,NA
2019,S1619,Holothuria atra,155,NA
2019,S2422,Holothuria atra,155,NA
2019,U8,Holothuria atra,155,NA
2019,D0001,Holothuria atra,155,NA
2019,D0008,Holothuria atra,155,NA
2019,SRF3823,Holothuria atra,155,NA
2019,SRF3615,Holothuria atra,155,NA
2019,SRF3615,Holothuria atra,155,NA
2019,SRF3615,Holothuria atra,156,NA
2019,SRF4925,Holothuria atra,160,NA
2019,1396,Holothuria atra,160,NA
2019,U16,Holothuria atra,160,NA
2019,D0008,Holothuria atra,160,NA
2019,S0065,Holothuria atra,160,NA
2019,SRF4441,Holothuria atra,160,NA
2019,SRF4441,Holothuria atra,160,NA
2019,SRF4872,Holothuria atra,160,NA
2019,SRF4453,Holothuria atra,160,NA
2019,SRF4114,Holothuria atra,160,NA
2019,SRF3753,Holothuria atra,160,NA
2019,SRF3753,Holothuria atra,160,NA
2019,SRF3615,Holothuria atra,160,NA
2019,SRF3615,Holothuria atra,160,NA
2019,SRF3615,Holothuria atra,160,NA
2019,SRF3615,Holothuria atra,160,NA
2019,SR2049,Holothuria atra,160,NA
2019,1025,Holothuria atra,165,NA
2019,280,Holothuria atra,165,NA
2019,280,Holothuria atra,165,NA
2019,2406,Holothuria atra,165,NA
2019,A1878,Holothuria atra,165,NA
2019,U14,Holothuria atra,165,NA
2019,A1873,Holothuria atra,165,NA
2019,URAND1,Holothuria atra,165,NA
2019,SRF3753,Holothuria atra,165,NA
2019,SRF3615,Holothuria atra,165,NA
2019,SRF3615,Holothuria atra,165,NA
2019,SR2046,Holothuria atra,165,NA
2019,SRF3615,Holothuria atra,166,NA
2019,264,Holothuria atra,170,220
2019,280,Holothuria atra,170,NA
2019,274,Holothuria atra,170,NA
2019,220,Holothuria atra,170,NA
2019,A1915,Holothuria atra,170,NA
2019,S0051,Holothuria atra,170,NA
2019,SRF3615,Holothuria atra,170,NA
2019,WPT104_SRAND02,Holothuria atra,170,NA
2019,SR508_WPT112,Holothuria atra,170,NA
2019,1573,Holothuria atra,175,NA
2019,A1915,Holothuria atra,175,NA
2019,SRF4121,Holothuria atra,175,NA
2019,SRF3615,Holothuria atra,175,NA
2019,SRF4925,Holothuria atra,178,NA
2019,S1183,Holothuria atra,180,280
2019,220,Holothuria atra,180,NA
2019,1486,Holothuria atra,180,NA
2019,A1915,Holothuria atra,180,NA
2019,SRAND03,Holothuria atra,180,NA
2019,A2583,Holothuria atra,180,NA
2019,SRF5551,Holothuria atra,180,NA
2019,SRF4441,Holothuria atra,180,NA
2019,SRF4803,Holothuria atra,180,NA
2019,SRF4121,Holothuria atra,180,NA
2019,SRF3615,Holothuria atra,182,NA
2019,SRF4441,Holothuria atra,185,NA
2019,SRF4313,Holothuria atra,185,NA
2019,SRF3753,Holothuria atra,185,NA
2019,SRF3753,Holothuria atra,185,NA
2019,SR2049,Holothuria atra,185,NA
2019,SR2049,Holothuria atra,185,NA
2019,SR508_WPT112,Holothuria atra,185,NA
2019,143,Holothuria atra,190,NA
2019,1486,Holothuria atra,190,NA
2019,D0002,Holothuria atra,190,NA
2019,SRF4799,Holothuria atra,190,NA
2019,SRF3615,Holothuria atra,190,NA
2019,SR508_WPT112,Holothuria atra,190,NA
2019,SRF3615,Holothuria atra,192,NA
2019,SRF3615,Holothuria atra,194,NA
2019,2404,Holothuria atra,195,NA
2019,A1913,Holothuria atra,195,NA
2019,S0051,Holothuria atra,195,NA
2019,S0065,Holothuria atra,195,NA
2019,SRF4121,Holothuria atra,195,NA
2019,SRF3823,Holothuria atra,195,NA
2019,SRF3823,Holothuria atra,195,NA
2019,SRF3753,Holothuria atra,195,NA
2019,SRF3615,Holothuria atra,195,NA
2019,214,Holothuria atra,200,NA
2019,SRF4872,Holothuria atra,200,NA
2019,SRF3615,Holothuria atra,200,NA
2019,2269,Holtohuria atra,200,NA
2019,SRF4803,Holothuria atra,203,NA
2019,264,Holothuria atra,205,210
2019,S1427,Holothuria atra,205,NA
2019,WPT104_SRAND02,Holothuria atra,205,NA
2019,S1184,Holothuria atra,210,330
2019,264,Holothuria atra,210,280
2019,U26,Holothuria atra,210,NA
2019,SRF4719,Holothuria atra,210,NA
2019,SRF3753,Holothuria atra,210,NA
2019,SR2046,Holothuria atra,210,NA
2019,SR2038,Holothuria atra,210,NA
2019,D0008,Holothuria atra,215,NA
2019,D0008,Holothuria atra,215,NA
2019,SRF4803,Holothuria atra,216,NA
2019,SRF3823,Holothuria atra,217,NA
2019,1328,Holothuria atra,220,380
2019,143,Holothuria atra,220,NA
2019,D0001,Holothuria atra,220,NA
2019,D0008,Holothuria atra,220,NA
2019,S0215,Holothuria atra,220,NA
2019,SRF5551,Holothuria atra,220,NA
2019,SRF4121,Holothuria atra,220,NA
2019,SRF3753,Holothuria atra,220,NA
2019,SRF3753,Holothuria atra,220,NA
2019,SR2053,Holothuria atra,220,NA
2019,WPT100_SRRAND01,Holothuria atra,220,NA
2019,SRF4113,Holothuria atra,222,NA
2019,SRF4925,Holothuria atra,225,NA
2019,SRF4925,Holothuria atra,225,NA
2019,274,Holothuria atra,225,NA
2019,SRF4663,Holothuria atra,225,NA
2019,SRF4121,Holothuria atra,225,NA
2019,274,Holothuria atra,230,NA
2019,SRAND13,Holothuria atra,230,NA
2019,SRF4803,Holothuria atra,230,NA
2019,2249,Holothuria atra,235,NA
2019,2223,Holothuria atra,235,NA
2019,SRF4663,Holothuria atra,235,NA
2019,SRF4121,Holothuria atra,235,NA
2019,SRF4925,Holothuria atra,240,NA
2019,SRF5551,Holothuria atra,240,NA
2019,SRF4121,Holothuria atra,243,NA
2019,SRF4925,Holothuria atra,245,NA
2019,1340,Holothuria atra,245,NA
2019,SRF4803,Holothuria atra,245,NA
2019,532,Holothuria atra,250,450
2019,D0008,Holothuria atra,250,NA
2019,SRF5620,Holothuria atra,250,NA
2019,SRF4719,Holothuria atra,250,NA
2019,SRF4799,Holothuria atra,250,NA
2019,SRF4872,Holothuria atra,250,NA
2019,SRF4803,Holothuria atra,250,NA
2019,SRF4663,Holothuria atra,250,NA
2019,WPT104_SRAND02,Holothuria atra,250,NA
2019,280,Holothuria atra,255,NA
2019,SRF4121,Holothuria atra,255,NA
2019,SRF4803,Holothuria atra,258,NA
2019,SRF4112,Holothuria atra,258,NA
2019,S430,Holothuria atra,260,NA
2019,549,Holothuria atra,260,860
2019,SRF4799,Holothuria atra,260,NA
2019,SRF4872,Holothuria atra,260,NA
2019,SRF4173,Holothuria atra,260,NA
2019,SRF3753,Holothuria atra,260,NA
2019,SRF4121,Holothuria atra,265,NA
2019,D7035,Holothuria atra,270,NA
2019,SRF4803,Holothuria atra,270,NA
2019,SRF4173,Holothuria atra,270,NA
2019,SRF3753,Holothuria atra,270,NA
2019,SRF3615,Holothuria atra,270,NA
2019,SRF4925,Holothuria atra,275,NA
2019,SRF5620,Holothuria atra,280,NA
2019,SRF4719,Holothuria atra,280,NA
2019,SRF4115,Holothuria atra,280,NA
2019,SRF4121,Holothuria atra,280,NA
2019,SRF3615,Holothuria atra,280,NA
2019,SR2053,Holothuria atra,280,NA
2019,549,Holothuria atra,285,1100
2019,SRAND13,Holothuria atra,285,NA
2019,SRF5620,Holothuria atra,285,NA
2019,SRF4111,Holothuria atra,285,NA
2019,SRF4118,Holothuria atra,285,NA
2019,2020,Holothuria atra,290,840
2019,2255,Holothuria atra,290,NA
2019,SRAND13,Holothuria atra,290,NA
2019,SRF5551,Holothuria atra,290,NA
2019,SRF4799,Holothuria atra,290,NA
2019,SRF4799,Holothuria atra,290,NA
2019,SRF3753,Holothuria atra,290,NA
2019,SR2037,Holothuria atra,290,NA
2019,SRF4803,Holothuria atra,291,NA
2019,552,Holothuria atra,295,1050
2019,2239,Holothuria atra,295,NA
2019,2269,Holtohuria atra,295,NA
2019,SRF4803,Holothuria atra,298,NA
2019,550,Holothuria atra,300,1020
2019,D0008,Holothuria atra,300,NA
2019,SRF5551,Holothuria atra,300,NA
2019,SRF4799,Holothuria atra,300,NA
2019,SRF4121,Holothuria atra,300,NA
2019,SRF3753,Holothuria atra,300,NA
2019,SR570,Holothuria atra,300,NA
2019,SRAND13,Holothuria atra,305,NA
2019,SRF5620,Holothuria atra,305,NA
2019,SRF4803,Holothuria atra,305,NA
2019,SRF4116,Holothuria atra,305,NA
2019,SR570,Holothuria atra,305,NA
2019,WPT100_SRRAND01,Holothuria atra,305,NA
2019,552,Holothuria atra,310,1080
2019,549,Holothuria atra,310,1230
2019,549,Holothuria atra,310,1020
2019,540,Holothuria atra,310,NA
2019,1486,Holothuria atra,310,NA
2019,A1007,Holothuria atra,310,1580
2019,A1007,Holothuria atra,310,1330
2019,SRF4872,Holothuria atra,310,NA
2019,S0004,Holothuria atra,315,NA
2019,SRAND13,Holothuria atra,315,NA
2019,SRAND13,Holothuria atra,315,NA
2019,SRF5551,Holothuria atra,315,NA
2019,SRF4593,Holothuria atra,315,NA
2019,SRF4121,Holothuria atra,315,NA
2019,SRF3753,Holothuria atra,315,NA
2019,SRF3615,Holothuria atra,315,NA
2019,SR570,Holothuria atra,315,NA
2019,SRF5551,Holothuria atra,320,NA
2019,SRF4441,Holothuria atra,320,NA
2019,SRF4799,Holothuria atra,320,NA
2019,WPT100_SRRAND01,Holothuria atra,320,NA
2019,543,Holothuria atra,325,2150
2019,D0001,Holothuria atra,325,NA
2019,SRF4121,Holothuria atra,325,NA
2019,SR570,Holothuria atra,325,NA
2019,SRF5551,Holothuria atra,330,NA
2019,SRF4173,Holothuria atra,330,NA
2019,SRF4110,Holothuria atra,330,NA
2019,SRF4121,Holothuria atra,330,NA
2019,SRF4803,Holothuria atra,332,NA
2019,SRF4799,Holothuria atra,335,NA
2019,SRF4453,Holothuria atra,335,NA
2019,SRF4799,Holothuria atra,340,NA
2019,549,Holothuria atra,345,1270
2019,550,Holothuria atra,345,1360
2019,A1003,Holothuria atra,345,1830
2019,SRF4799,Holothuria atra,350,NA
2019,SRF4117,Holothuria atra,350,NA
2019,SR1049,Holothuria atra,350,NA
2019,SRAND13,Holothuria atra,355,NA
2019,SR570,Holothuria atra,360,NA
2019,SRF4799,Holothuria atra,365,NA
2019,SRF4121,Holothuria atra,365,NA
2019,SRF4799,Holothuria atra,375,NA
2019,SR1049,Holothuria atra,375,NA
2019,WPT100_SRRAND01,Holothuria atra,375,NA
2019,SRAND13,Holothuria atra,380,NA
2019,D0089,Holothuria atra,380,NA
2019,SR509,Holothuria atra,380,NA
2019,549,Holothuria atra,385,1520
2019,SR1049,Holothuria atra,390,NA
2019,SR570,Holothuria atra,390,NA
2019,213,Holothuria atra,395,NA
2019,SR570,Holothuria atra,395,NA
2019,SRF4799,Holothuria atra,400,NA
2019,U26,Holothuria atra,405,1750
2019,SR570,Holothuria atra,405,NA
2019,SR509,Holothuria atra,405,NA
2019,190,Holothuria atra ,405,2440
2019,SR570,Holothuria atra,410,NA
2019,274,Holothuria atra,415,NA
2019,SR508_WPT112,Holothuria atra,445,NA
2019,S430,Holothuria edulis,160,NA
2019,264,Holothuria edulis,85,NA
2019,2255,Holothuria edulis,90,NA
2019,248,Holothuria edulis,95,NA
2019,S0181,Holothuria edulis,98,NA
2019,215,Holothuria edulis,105,NA
2019,238,Holothuria edulis,110,NA
2019,255,Holothuria edulis,110,NA
2019,215,Holothuria edulis,110,NA
2019,102,Holothuria edulis,110,NA
2019,122,Holothuria edulis,110,NA
2019,265,Holothuria edulis,115,NA
2019,248,Holothuria edulis,115,NA
2019,215,Holothuria edulis,115,NA
2019,2396,Holothuria edulis,115,NA
2019,19,Holothuria edulis,115,NA
2019,S0051,Holothuria edulis,115,NA
2019,S434,Holothuria edulis,120,NA
2019,211,Holothuria edulis,120,NA
2019,133,Holothuria edulis,120,NA
2019,21,Holothuria edulis,120,140
2019,101,Holothuria edulis,120,NA
2019,S0051,Holothuria edulis,120,NA
2019,S0017,Holothuria edulis,120,NA
2019,S0017,Holothuria edulis,120,NA
2019,S1427,Holothuria edulis,120,NA
2019,265,Holothuria edulis,120,NA
2019,S434,Holothuria edulis,122,NA
2019,238,Holothuria edulis,125,NA
2019,S2302,Holothuria edulis,125,NA
2019,423,Holothria edulis,125,110
2019,264,Holothuria edulis,130,NA
2019,A1006,Holothuria edulis,130,NA
2019,S2407,Holothuria edulis,130,NA
2019,S0017,Holothuria edulis,130,NA
2019,S434,Holothuria edulis,135,NA
2019,S434,Holothuria edulis,135,NA
2019,274,Holothuria edulis,135,NA
2019,10,Holothuria edulis,135,NA
2019,19,Holothuria edulis,135,NA
2019,D0092,Holothuria edulis,135,NA
2019,S0051,Holothuria edulis,135,NA
2019,D7062,Holothuria edulis,135,NA
2019,SR502,Holothuria edulis,135,NA
2019,S434,Holothuria edulis,140,NA
2019,S434,Holothuria edulis,140,NA
2019,S434,Holothuria edulis,140,NA
2019,264,Holothuria edulis,140,120
2019,238,Holothuria edulis,140,NA
2019,238,Holothuria edulis,140,NA
2019,248,Holothuria edulis,140,NA
2019,186,Holothuria edulis,140,NA
2019,103,Holothuria edulis,140,NA
2019,S0051,Holothuria edulis,140,NA
2019,SRF4580,Holothuria edulis,140,NA
2019,SR1047,Holothuria edulis,140,NA
2019,265,Holothuria edulis,140,NA
2019,265,Holothuria edulis,145,NA
2019,238,Holothuria edulis,145,NA
2019,238,Holothuria edulis,145,NA
2019,186,Holothuria edulis,145,NA
2019,220,Holothuria edulis,145,NA
2019,19,Holothuria edulis,145,NA
2019,S0051,Holothuria edulis,145,NA
2019,S0215,Holothuria edulis,145,NA
2019,398,Holothuria edulis,150,NA
2019,398,Holothuria edulis,150,NA
2019,423,Holothuria edulis,150,150
2019,264,Holothuria edulis,150,110
2019,213,Holothuria edulis,150,NA
2019,S2407,Holothuria edulis,150,NA
2019,S0051,Holothuria edulis,150,NA
2019,S0017,Holothuria edulis,150,NA
2019,SRF4580,Holothuria edulis,150,NA
2019,SR509,Holothuria edulis,150,NA
2019,SR1047,Holothuria edulis,150,NA
2019,SR508_WPT112,Holothuria edulis,152,NA
2019,S434,Holothuria edulis,155,NA
2019,264,Holothuria edulis,155,140
2019,102,Holothuria edulis,155,NA
2019,21,Holothuria edulis,155,250
2019,38,Holothuria edulis,155,NA
2019,103,Holothuria edulis,155,NA
2019,101,Holothuria edulis,155,NA
2019,101,Holothuria edulis,155,NA
2019,S2407,Holothuria edulis,155,NA
2019,S0051,Holothuria edulis,155,NA
2019,S0065,Holothuria edulis,155,NA
2019,S0017,Holothuria edulis,155,NA
2019,SR509,Holothuria edulis,155,NA
2019,S434,Holothuria edulis,160,NA
2019,398,Holothuria edulis,160,NA
2019,543,Holothuria edulis,160,150
2019,264,Holothuria edulis,160,120
2019,186,Holothuria edulis,160,NA
2019,215,Holothuria edulis,160,NA
2019,101,Holothuria edulis,160,NA
2019,101,Holothuria edulis,160,NA
2019,S2407,Holothuria edulis,160,NA
